id,url,type,title,slug,label,published,publishedFormatted,byLines,authors,thumbnail,thumbnailCredit,thumbnailCaption,intro,excerpt,body,primaryCategory,categories,tags,userHasAccess,shouldPreview,isGenesisPreview,isPreview,previewDescription,previewThumbnail,previewSponsorLink,previewSponsorEmailOptIn,previewFeedThumbnail,previewUnlockedBy,isSponsored,sponsor,wordCount,readingTime,customFields
115562,https://www.theblockcrypto.com/news+/115562/celo-architect-rene-reinsberg-mobile-defi,daily,Celo architect Rene Reinsberg on how the upstart platform can widen access to DeFi,celo-architect-rene-reinsberg-mobile-defi,Feature,2021-08-24T14:44:40-04:00,"August 24, 2021, 2:44PM EDT","by <a href=""https://www.theblockcrypto.com/author/ryan-weeks"">Ryan Weeks</a>","[{'id': 1855, 'name': 'Ryan Weeks', 'thumbnail': 'https://www.tbstat.com/wp/uploads/2020/12/Ryan-Weeks@0.33x-300x300.jpg', 'url': 'https://www.theblockcrypto.com/author/ryan-weeks', 'slug': 'ryan-weeks'}]",https://www.tbstat.com/wp/uploads/2021/08/20210824_Rene_Reinsberg_Celo-1200x675.jpg,,,"<h4>Quick Take</h4>
<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Celo is a mobile-first blockchain platform and issuer of algorithmically-managed stablecoins. </span></li>
<li><span style=""font-weight: 400;"">With the backing of influential partners, the platform’s architects are trying to get traction in emerging markets. </span></li>
</ul>
",Celo is a proof-of-stake blockchain system designed specifically for mobile devices. And the team behind it is on a mission.,"<h4>Quick Take</h4>
<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Celo is a mobile-first blockchain platform and issuer of algorithmically-managed stablecoins. </span></li>
<li><span style=""font-weight: 400;"">With the backing of influential partners, the platform’s architects are trying to get traction in emerging markets. </span></li>
</ul>
","{'name': 'Fintech', 'url': 'https://www.theblockcrypto.com/category/fintech'}","[{'name': 'DeFi', 'slug': 'defi', 'taxonomy': 'category'}, {'name': 'Fintech', 'slug': 'fintech', 'taxonomy': 'category'}, {'name': 'Payments and Banking', 'slug': 'payments-banking', 'taxonomy': 'category'}, {'name': 'Stablecoins', 'slug': 'stablecoins', 'taxonomy': 'category'}, {'name': 'Technology', 'slug': 'technology', 'taxonomy': 'category'}]","[{'name': 'Celo', 'slug': 'celo', 'taxonomy': 'post_tag'}]",False,False,False,False,,,"{'url': '', 'title': ''}",,,,False,,1327,7 min read,"{'label': 'Feature', 'intro': '<h4>Quick Take</h4>\n<ul>\n<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Celo is a mobile-first blockchain platform and issuer of algorithmically-managed stablecoins.\xa0</span></li>\n<li><span style=""font-weight: 400;"">With the backing of influential partners, the platform’s architects are trying to get traction in emerging markets. </span></li>\n</ul>\n'}"
115397,https://www.theblockcrypto.com/news+/115397/a-conversation-with-the-artist-behind-fortunes-nft-cover,daily,A conversation with the artist behind Fortune's NFT cover,a-conversation-with-the-artist-behind-fortunes-nft-cover,Feature,2021-08-23T16:35:08-04:00,"August 23, 2021, 4:35PM EDT","by <a href=""https://www.theblockcrypto.com/author/saniya-more"">Saniya More</a>","[{'id': 1329, 'name': 'Saniya More', 'thumbnail': 'https://www.tbstat.com/wp/uploads/2021/03/Saniya@0.5x-300x300.jpg', 'url': 'https://www.theblockcrypto.com/author/saniya-more', 'slug': 'saniya-more'}]",https://www.tbstat.com/wp/uploads/2021/08/20210819_Pplpleaser-1200x675.jpg,,,"<h4>Quick Take</h4>
<ul>
<li>Digital artist pplpleasr has rocketed to fame in the crypto community following the success of the NFT-themed Fortune cover she designed. </li>
<li>The Block sat down with pplpleasr to discuss non-fungible tokens and what drives her as a creator. </li>
</ul>
",Digital artist pplpleasr has rocketed to fame thanks to her wildly successful crypto-themed Fortune cover and the NFT collection it inspired.,"<h4>Quick Take</h4>
<ul>
<li>Digital artist pplpleasr has rocketed to fame in the crypto community following the success of the NFT-themed Fortune cover she designed. </li>
<li>The Block sat down with pplpleasr to discuss non-fungible tokens and what drives her as a creator. </li>
</ul>
","{'name': 'NFT', 'url': 'https://www.theblockcrypto.com/category/nft'}","[{'name': 'NFT', 'slug': 'nft', 'taxonomy': 'category'}, {'name': 'People', 'slug': 'people', 'taxonomy': 'category'}]","[{'name': 'collection', 'slug': 'collection', 'taxonomy': 'post_tag'}, {'name': 'fortune', 'slug': 'fortune', 'taxonomy': 'post_tag'}, {'name': 'issue', 'slug': 'issue', 'taxonomy': 'post_tag'}, {'name': 'NFT', 'slug': 'nft', 'taxonomy': 'post_tag'}, {'name': 'non-fungible token', 'slug': 'non-fungible-token', 'taxonomy': 'post_tag'}, {'name': 'Pplpleasr', 'slug': 'pplpleasr', 'taxonomy': 'post_tag'}]",False,False,False,False,,,"{'url': '', 'title': ''}",,,,False,,1018,5 min read,"{'label': 'Feature', 'intro': '<h4>Quick Take</h4>\n<ul>\n<li>Digital artist pplpleasr has rocketed to fame in the crypto community following the success of the NFT-themed Fortune\xa0cover she designed.\xa0</li>\n<li>The Block sat down with pplpleasr to discuss non-fungible tokens and what drives her as a creator.\xa0</li>\n</ul>\n'}"
115199,https://www.theblockcrypto.com/news+/115199/squiggles-art-blocks-nft-frenzy,daily,Squiggles maker Art Blocks ‘can’t keep art live on the platform’ amid NFT frenzy,squiggles-art-blocks-nft-frenzy,Feature,2021-08-21T10:24:40-04:00,"August 21, 2021, 10:24AM EDT","by <a href=""https://www.theblockcrypto.com/author/ryan-weeks"">Ryan Weeks</a>","[{'id': 1855, 'name': 'Ryan Weeks', 'thumbnail': 'https://www.tbstat.com/wp/uploads/2020/12/Ryan-Weeks@0.33x-300x300.jpg', 'url': 'https://www.theblockcrypto.com/author/ryan-weeks', 'slug': 'ryan-weeks'}]",https://www.tbstat.com/wp/uploads/2021/08/20210818_Artblocks_Squiggle-1200x675.jpg,,,"<h4>Quick Take</h4>
<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Art Blocks has been one of the big winners in a resurgent NFT market.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">But the platform has seen artworks hoovered up so quickly that it has had to find ways to slow down crypto speculators.  </span></li>
</ul>
","The Block recently sat down with Erick Calderon, CEO of Art Blocks, to get his take on why the platform has seen such sensational sales.","<h4>Quick Take</h4>
<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Art Blocks has been one of the big winners in a resurgent NFT market.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">But the platform has seen artworks hoovered up so quickly that it has had to find ways to slow down crypto speculators.  </span></li>
</ul>
","{'name': 'NFT', 'url': 'https://www.theblockcrypto.com/category/nft'}","[{'name': 'Blockchain', 'slug': 'blockchain', 'taxonomy': 'category'}, {'name': 'Cryptocurrency', 'slug': 'cryptocurrency', 'taxonomy': 'category'}, {'name': 'Ethereum', 'slug': 'ethereum', 'taxonomy': 'category'}, {'name': 'NFT', 'slug': 'nft', 'taxonomy': 'category'}, {'name': 'Web3', 'slug': 'web3', 'taxonomy': 'category'}]","[{'name': '$ETH', 'slug': 'eth', 'taxonomy': 'post_tag'}, {'name': 'Art Blocks', 'slug': 'art-blocks', 'taxonomy': 'post_tag'}, {'name': 'NFT', 'slug': 'nft', 'taxonomy': 'post_tag'}]",False,False,False,False,,,"{'url': '', 'title': ''}",,,,False,,1102,6 min read,"{'label': 'Feature', 'intro': '<h4>Quick Take</h4>\n<ul>\n<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Art Blocks has been one of the big winners in a resurgent NFT market.</span></li>\n<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">But the platform has seen artworks hoovered up so quickly that it has had to find ways to slow down crypto speculators.\xa0\xa0</span></li>\n</ul>\n'}"
115158,https://www.theblockcrypto.com/news+/115158/mapping-north-america-crypto-mining-infrastructure-boom,daily,Mapping out North America’s crypto mining infrastructure boom,mapping-north-america-crypto-mining-infrastructure-boom,Analysis,2021-08-20T14:04:50-04:00,"August 20, 2021, 2:04PM EDT","by <a href=""https://www.theblockcrypto.com/author/wolfie-zhao"">Wolfie Zhao</a>","[{'id': 1941, 'name': 'Wolfie Zhao', 'thumbnail': 'https://www.tbstat.com/wp/uploads/2020/10/Wolfie-Zhao@0.5x-300x300.png', 'url': 'https://www.theblockcrypto.com/author/wolfie-zhao', 'slug': 'wolfie-zhao'}]",https://www.tbstat.com/wp/uploads/2020/11/20201117_Mining-Daily-1200x675.jpg,"<span class=""acf-media-credit""><span class=""acf-credit""><span class=""acf-credit""><a href=""theblockcrypto.com"" target=""_blank"">the block</a></span></span></span>",,"<h4>Quick Take</h4>
<ul>
<li>
<p>Based on overall hash rate loss, The Block estimates that China’s recent crypto mining shutdown unplugged roughly six gigawatts of energy generating capacity.</p>
</li>
<li>
<p>Now, more than a dozen firms are racing to restore around half of that capacity in North America.</p>
</li>
</ul>
",China's Great Crypto Mining Shutdown unplugged an estimated six GW of hosting capacity. A race is on to restore it in North America.,"<h4>Quick Take</h4>
<ul>
<li>
<p>Based on overall hash rate loss, The Block estimates that China’s recent crypto mining shutdown unplugged roughly six gigawatts of energy generating capacity.</p>
</li>
<li>
<p>Now, more than a dozen firms are racing to restore around half of that capacity in North America.</p>
</li>
</ul>
","{'name': 'Mining', 'url': 'https://www.theblockcrypto.com/category/mining'}","[{'name': 'Bitcoin', 'slug': 'bitcoin', 'taxonomy': 'category'}, {'name': 'Mining', 'slug': 'mining', 'taxonomy': 'category'}]","[{'name': 'bitcoin mining', 'slug': 'bitcoin-mining', 'taxonomy': 'post_tag'}]",False,False,False,False,,,"{'url': '', 'title': ''}",,,,False,,855,4 min read,"{'label': 'Analysis', 'intro': '<h4>Quick Take</h4>\n<ul>\n<li>\n<p>Based on overall hash rate loss, The Block estimates that China’s recent crypto mining shutdown unplugged roughly six gigawatts of energy generating capacity.</p>\n</li>\n<li>\n<p>Now, more than a dozen firms are racing to restore around half of that capacity in North America.</p>\n</li>\n</ul>\n'}"
114954,https://www.theblockcrypto.com/news+/114954/everything-you-need-to-know-about-the-stablecoin-wars,daily,Everything you need to know about the stablecoin wars,everything-you-need-to-know-about-the-stablecoin-wars,Feature,2021-08-19T17:50:32-04:00,"August 19, 2021, 5:50PM EDT","by <a href=""https://www.theblockcrypto.com/author/kollen-post"">Kollen Post</a>","[{'id': 3128, 'name': 'Kollen Post', 'thumbnail': 'https://www.tbstat.com/wp/uploads/2021/04/Kollen@0.5x-300x300.jpg', 'url': 'https://www.theblockcrypto.com/author/kollen-post', 'slug': 'kollen-post'}]",https://www.tbstat.com/wp/uploads/2021/08/20210818_War_On_Stablecoins-1200x675.jpg,,,"<h4>Quick Take</h4>
<ul>
<li>Recent months have seen drastic changes in the information that stablecoin operators disclose to the public. </li>
<li>Now, these major operators are locked in a competition to out-transparency each other.</li>
<li>Understanding what&#8217;s going on now requires first understanding the historical context.</li>
</ul>
",Transparency has become the name of the game in the stablecoin market. Here's why that is — and how the game has played out so far.,"<h4>Quick Take</h4>
<ul>
<li>Recent months have seen drastic changes in the information that stablecoin operators disclose to the public. </li>
<li>Now, these major operators are locked in a competition to out-transparency each other.</li>
<li>Understanding what&#8217;s going on now requires first understanding the historical context.</li>
</ul>
","{'name': 'Stablecoins', 'url': 'https://www.theblockcrypto.com/category/stablecoins'}","[{'name': 'Regulation', 'slug': 'regulation', 'taxonomy': 'category'}, {'name': 'Stablecoins', 'slug': 'stablecoins', 'taxonomy': 'category'}]","[{'name': '$USDT', 'slug': 'usdt', 'taxonomy': 'post_tag'}, {'name': 'CBDC', 'slug': 'cbdc', 'taxonomy': 'post_tag'}, {'name': 'Circle', 'slug': 'circle', 'taxonomy': 'post_tag'}, {'name': 'Gemini', 'slug': 'gemini', 'taxonomy': 'post_tag'}, {'name': 'government', 'slug': 'government', 'taxonomy': 'post_tag'}, {'name': 'law', 'slug': 'law', 'taxonomy': 'post_tag'}, {'name': 'stablecoins', 'slug': 'stablecoins', 'taxonomy': 'post_tag'}, {'name': 'Tether', 'slug': 'tether', 'taxonomy': 'post_tag'}, {'name': 'trueusd', 'slug': 'trueusd', 'taxonomy': 'post_tag'}, {'name': 'usdc', 'slug': 'usdc', 'taxonomy': 'post_tag'}]",False,False,False,False,,,"{'url': '', 'title': ''}",,,,False,,2722,14 min read,"{'label': 'Feature', 'intro': '<h4>Quick Take</h4>\n<ul>\n<li>Recent months have seen drastic changes in the information that stablecoin operators disclose to the public.\xa0</li>\n<li>Now, these major operators are locked in a competition to out-transparency each other.</li>\n<li>Understanding what&#8217;s going on now requires first understanding the historical context.</li>\n</ul>\n'}"
114829,https://www.theblockcrypto.com/news+/114829/a-brief-quantitative-history-of-nba-top-shot,daily,A brief quantitative history of NBA Top Shot,a-brief-quantitative-history-of-nba-top-shot,Feature,2021-08-17T15:05:02-04:00,"August 17, 2021, 3:05PM EDT","by <a href=""https://www.theblockcrypto.com/author/saniya-more"">Saniya More</a>","[{'id': 1329, 'name': 'Saniya More', 'thumbnail': 'https://www.tbstat.com/wp/uploads/2021/03/Saniya@0.5x-300x300.jpg', 'url': 'https://www.theblockcrypto.com/author/saniya-more', 'slug': 'saniya-more'}]",https://www.tbstat.com/wp/uploads/2021/08/20210811_NBA_Topshot_Growth_Decline-1200x675.jpg,,,"<h4>Quick Take</h4>
<ul>
<li>NBA Top Shot trading volumes have declined significantly since they peaked in February, but the digital marketplace remains popular among NFT collectors. </li>
<li>The digital trading card platform is on track to generate an estimated $30 million this month based on data collected in the first two weeks of August.</li>
</ul>
","Although NBA Top Shot trading volumes have fallen by 80% since they peaked earlier this year, the platform is far from dead.","<h4>Quick Take</h4>
<ul>
<li>NBA Top Shot trading volumes have declined significantly since they peaked in February, but the digital marketplace remains popular among NFT collectors. </li>
<li>The digital trading card platform is on track to generate an estimated $30 million this month based on data collected in the first two weeks of August.</li>
</ul>
","{'name': 'NFT', 'url': 'https://www.theblockcrypto.com/category/nft'}","[{'name': 'NFT', 'slug': 'nft', 'taxonomy': 'category'}]","[{'name': 'Basketball', 'slug': 'basketball', 'taxonomy': 'post_tag'}, {'name': 'NBA Top Shot', 'slug': 'nba-top-shot', 'taxonomy': 'post_tag'}, {'name': 'NFT', 'slug': 'nft', 'taxonomy': 'post_tag'}, {'name': 'players', 'slug': 'players', 'taxonomy': 'post_tag'}, {'name': 'season', 'slug': 'season', 'taxonomy': 'post_tag'}, {'name': 'Tokens', 'slug': 'tokens', 'taxonomy': 'post_tag'}]",False,False,False,False,,,"{'url': '', 'title': ''}",,,,False,,768,4 min read,"{'label': 'Feature', 'intro': '<h4>Quick Take</h4>\n<ul>\n<li>NBA Top Shot trading volumes have declined significantly since they peaked in February, but the digital marketplace remains popular among NFT collectors.\xa0</li>\n<li>The digital trading card platform is on track to generate an estimated $30 million this month based on data collected in the first two weeks of August.</li>\n</ul>\n'}"
114371,https://www.theblockcrypto.com/news+/114371/future-of-diem-hangs-in-the-balance-as-novi-looks-for-an-alternative,daily,Future of Diem hangs in the balance as Novi looks for an alternative,future-of-diem-hangs-in-the-balance-as-novi-looks-for-an-alternative,News,2021-08-16T17:23:04-04:00,"August 16, 2021, 5:23PM EDT","by <a href=""https://www.theblockcrypto.com/author/frank-chaparro"">Frank Chaparro</a>","[{'id': 9, 'name': 'Frank Chaparro', 'thumbnail': 'https://www.tbstat.com/wp/uploads/2020/07/Frank-Chapparo@0.75x-300x300.jpg', 'url': 'https://www.theblockcrypto.com/author/frank-chaparro', 'slug': 'frank-chaparro'}]",https://www.tbstat.com/wp/uploads/2021/08/20210812_Diem-1200x675.jpg,,,"<h4>Quick Take</h4>
<ul>
<li>A months-old partnership between Silvergate and the Diem Association has apparently hit regulatory headwinds.</li>
<li>Now Novi, Facebook&#8217;s crypto wallet subsidiary, is looking for a different stablecoin.</li>
</ul>
","Facebook's stablecoin project has run into yet another delay, and now its crypto wallet subsidiary is looking for a new stablecoin.","<h4>Quick Take</h4>
<ul>
<li>A months-old partnership between Silvergate and the Diem Association has apparently hit regulatory headwinds.</li>
<li>Now Novi, Facebook&#8217;s crypto wallet subsidiary, is looking for a different stablecoin.</li>
</ul>
","{'name': 'Stablecoins', 'url': 'https://www.theblockcrypto.com/category/stablecoins'}","[{'name': 'Stablecoins', 'slug': 'stablecoins', 'taxonomy': 'category'}]","[{'name': 'diem', 'slug': 'diem', 'taxonomy': 'post_tag'}, {'name': 'Facebook', 'slug': 'facebook', 'taxonomy': 'post_tag'}, {'name': 'PAX', 'slug': 'pax', 'taxonomy': 'post_tag'}, {'name': 'usdc', 'slug': 'usdc', 'taxonomy': 'post_tag'}]",False,False,False,False,,,"{'url': '', 'title': ''}",,,,False,,414,2 min read,"{'label': 'News', 'intro': '<h4>Quick Take</h4>\n<ul>\n<li>A months-old partnership between Silvergate and the Diem Association has apparently hit regulatory headwinds.</li>\n<li>Now Novi, Facebook&#8217;s crypto wallet subsidiary, is looking for a different stablecoin.</li>\n</ul>\n'}"
114474,https://www.theblockcrypto.com/news+/114474/how-do-ethereum-transaction-fees-work-now-that-eip-1559-is-live,daily,How do Ethereum transaction fees work now that EIP-1559 is live?,how-do-ethereum-transaction-fees-work-now-that-eip-1559-is-live,Analysis,2021-08-13T14:10:07-04:00,"August 13, 2021, 2:10PM EDT","by <a href=""https://www.theblockcrypto.com/author/tim-copeland"">Tim Copeland</a>","[{'id': 4356, 'name': 'Tim Copeland', 'thumbnail': 'https://www.tbstat.com/wp/uploads/2021/06/IMG_78071-copy1-300x300.jpg', 'url': 'https://www.theblockcrypto.com/author/tim-copeland', 'slug': 'tim-copeland'}]",https://www.tbstat.com/wp/uploads/2021/08/20210812_Ethereum_Transaction_Fees-1196x675.jpg,,,"<h4>Quick Take</h4>
<ul>
<li>Ethereum&#8217;s latest upgrade should help to make transaction fees easier to price.</li>
<li>But it comes at a cost: transaction fees are even more complicated to understand.</li>
</ul>
","Ethereum’s London upgrade changes how transaction fees are cobbled together. It's a bit confusing, so here’s a simple guide.","<h4>Quick Take</h4>
<ul>
<li>Ethereum&#8217;s latest upgrade should help to make transaction fees easier to price.</li>
<li>But it comes at a cost: transaction fees are even more complicated to understand.</li>
</ul>
","{'name': 'Ethereum', 'url': 'https://www.theblockcrypto.com/category/ethereum'}","[{'name': 'Ethereum', 'slug': 'ethereum', 'taxonomy': 'category'}]","[{'name': 'crypto payments', 'slug': 'crypto-payments', 'taxonomy': 'post_tag'}, {'name': 'eip-1559', 'slug': 'eip-1559', 'taxonomy': 'post_tag'}, {'name': 'Ethereum', 'slug': 'ethereum', 'taxonomy': 'post_tag'}, {'name': 'transaction fees', 'slug': 'transaction-fees', 'taxonomy': 'post_tag'}]",False,False,False,False,,,"{'url': '', 'title': ''}",,,,False,,1257,6 min read,"{'label': 'Analysis', 'intro': '<h4>Quick Take</h4>\n<ul>\n<li>Ethereum&#8217;s latest upgrade should help to make transaction fees easier to price.</li>\n<li>But it comes at a cost: transaction fees are even more complicated to understand.</li>\n</ul>\n'}"
114254,https://www.theblockcrypto.com/news+/114254/institutional-clients-are-pushing-nydig-and-fidelity-to-offer-more-eth-services,daily,Institutional clients are pushing NYDIG and Fidelity to offer more ETH services,institutional-clients-are-pushing-nydig-and-fidelity-to-offer-more-eth-services,Feature,2021-08-11T18:33:20-04:00,"August 11, 2021, 6:33PM EDT","by <a href=""https://www.theblockcrypto.com/author/frank-chaparro"">Frank Chaparro</a>","[{'id': 9, 'name': 'Frank Chaparro', 'thumbnail': 'https://www.tbstat.com/wp/uploads/2020/07/Frank-Chapparo@0.75x-300x300.jpg', 'url': 'https://www.theblockcrypto.com/author/frank-chaparro', 'slug': 'frank-chaparro'}]",https://www.tbstat.com/wp/uploads/2021/07/20210709_ETH_Time_Bandits-1200x675.jpg,"<span class=""acf-media-credit""><span class=""acf-credit""><span class=""acf-credit""><a href=""theblockcrypto.com"" target=""_blank"">theblock</a></span></span></span>",,"<h4>Quick Take</h4>
<ul>
<li>Ether (ETH) demand among institutions is surging.</li>
<li>That&#8217;s pushing firms like NYDIG and Fidelity to expand their services for the crypto.</li>
<li>Sources say Fidelity&#8217;s clients are increasingly asking for ETH support, while NYDIG has already been offering custody for select clients.</li>
</ul>
",Coinbase's second-quarter results showed ether (ETH) volumes surpassed bitcoin's for the first time. The backstory: institutional demand for Ethereum's native asset is growing. ,"<h4>Quick Take</h4>
<ul>
<li>Ether (ETH) demand among institutions is surging.</li>
<li>That&#8217;s pushing firms like NYDIG and Fidelity to expand their services for the crypto.</li>
<li>Sources say Fidelity&#8217;s clients are increasingly asking for ETH support, while NYDIG has already been offering custody for select clients.</li>
</ul>
","{'name': 'Institutional', 'url': 'https://www.theblockcrypto.com/category/institutional'}","[{'name': 'Ethereum', 'slug': 'ethereum', 'taxonomy': 'category'}, {'name': 'Institutional', 'slug': 'institutional', 'taxonomy': 'category'}]","[{'name': '$ETH', 'slug': 'eth', 'taxonomy': 'post_tag'}, {'name': 'coinbase', 'slug': 'coinbase', 'taxonomy': 'post_tag'}, {'name': 'ether', 'slug': 'ether', 'taxonomy': 'post_tag'}, {'name': 'Ethereum', 'slug': 'ethereum', 'taxonomy': 'post_tag'}, {'name': 'Fidelity', 'slug': 'fidelity', 'taxonomy': 'post_tag'}, {'name': 'NYDIG', 'slug': 'nydig', 'taxonomy': 'post_tag'}]",False,False,False,False,,,"{'url': '', 'title': ''}",,,,False,,658,3 min read,"{'label': 'Feature', 'intro': '<h4>Quick Take</h4>\n<ul>\n<li>Ether (ETH) demand among institutions is surging.</li>\n<li>That&#8217;s pushing firms like NYDIG and Fidelity to expand their services for the crypto.</li>\n<li>Sources say Fidelity&#8217;s clients are increasingly asking for ETH support, while NYDIG has already been offering custody for select clients.</li>\n</ul>\n'}"
119360,https://www.theblockcrypto.com/news+/119360/why-the-largest-crypto-trading-firms-are-becoming-venture-capitalists-as-well,daily,Why the largest crypto trading firms are becoming venture capitalists as well,why-the-largest-crypto-trading-firms-are-becoming-venture-capitalists-as-well,Analysis,2021-10-01T17:30:23-04:00,"October 1, 2021, 5:30PM EDT","by <a href=""https://www.theblockcrypto.com/author/frank-chaparro"">Frank Chaparro</a>","[{'id': 9, 'name': 'Frank Chaparro', 'thumbnail': 'https://www.tbstat.com/wp/uploads/2020/07/Frank-Chapparo@0.75x-300x300.jpg', 'url': 'https://www.theblockcrypto.com/author/frank-chaparro', 'slug': 'frank-chaparro'}]",https://www.tbstat.com/wp/uploads/2020/08/20200807_Crypto_Trading-Daily-1200x675.jpg,"<span class=""acf-media-credit""><span class=""acf-credit""><span class=""acf-credit""><a href=""theblockcrypto.com"" target=""_blank"">The Block</a></span></span></span>",,"<h4>Quick Take</h4>
<ul>
<li>Major crypto trading firms are expanding beyond their core capacities and more broadly into the industry.</li>
<li>GSR, Wintermute, and Jump Capital have been investing in early-stage crypto startups and projects. </li>
</ul>
","As the crypto industry matures, some market-making firms are following the lead of their traditional counterparts by investing in startups.","<h4>Quick Take</h4>
<ul>
<li>Major crypto trading firms are expanding beyond their core capacities and more broadly into the industry.</li>
<li>GSR, Wintermute, and Jump Capital have been investing in early-stage crypto startups and projects. </li>
</ul>
","{'name': 'Markets', 'url': 'https://www.theblockcrypto.com/category/markets'}","[{'name': 'Capital Markets', 'slug': 'capital-markets', 'taxonomy': 'category'}, {'name': 'Markets', 'slug': 'markets', 'taxonomy': 'category'}]","[{'name': 'gsr', 'slug': 'gsr', 'taxonomy': 'post_tag'}, {'name': 'Jump Capital', 'slug': 'jump-capital', 'taxonomy': 'post_tag'}, {'name': 'Wintermute', 'slug': 'wintermute', 'taxonomy': 'post_tag'}]",False,False,False,False,,,"{'url': '', 'title': ''}",,,,False,,598,3 min read,"{'label': 'Analysis', 'intro': '<h4>Quick Take</h4>\n<ul>\n<li>Major crypto trading firms are expanding beyond their core capacities and more broadly into the industry.</li>\n<li>GSR, Wintermute, and Jump Capital have been investing in early-stage crypto startups and projects.\xa0</li>\n</ul>\n'}"
118917,https://www.theblockcrypto.com/news+/118917/crypto-exchanges-gemini-binanceus-poised-for-multibillion-dollar-valuations-in-new-funding-rounds,daily,"Crypto exchanges Gemini, BinanceUS poised for multibillion-dollar valuations in new funding rounds",crypto-exchanges-gemini-binanceus-poised-for-multibillion-dollar-valuations-in-new-funding-rounds,Exclusive,2021-09-29T14:28:53-04:00,"September 29, 2021, 2:28PM EDT","by <a href=""https://www.theblockcrypto.com/author/frank-chaparro"">Frank Chaparro</a>","[{'id': 9, 'name': 'Frank Chaparro', 'thumbnail': 'https://www.tbstat.com/wp/uploads/2020/07/Frank-Chapparo@0.75x-300x300.jpg', 'url': 'https://www.theblockcrypto.com/author/frank-chaparro', 'slug': 'frank-chaparro'}]",https://www.tbstat.com/wp/uploads/2021/09/20210929_Gemini_Binance-1200x675.jpg,,,"<h4>Quick Take</h4>
<ul>
<li>Capital is pouring into crypto companies, particularly exchanges, propelling them to unicorn status</li>
<li>Two in-progress fundraises — Gemini and BinanceUS — speak to the state of interest in the market today</li>
</ul>
",It's raising season: some of crypto's biggest names are in the process of raising at multi-billion valuations. ,"<h4>Quick Take</h4>
<ul>
<li>Capital is pouring into crypto companies, particularly exchanges, propelling them to unicorn status</li>
<li>Two in-progress fundraises — Gemini and BinanceUS — speak to the state of interest in the market today</li>
</ul>
","{'name': 'Exchanges', 'url': 'https://www.theblockcrypto.com/category/exchanges'}","[{'name': 'Exchanges', 'slug': 'exchanges', 'taxonomy': 'category'}, {'name': 'Institutional', 'slug': 'institutional', 'taxonomy': 'category'}, {'name': 'Investments', 'slug': 'investments', 'taxonomy': 'category'}]","[{'name': 'binance', 'slug': 'binance', 'taxonomy': 'post_tag'}, {'name': 'BinanceUS', 'slug': 'binanceus', 'taxonomy': 'post_tag'}, {'name': 'FTX', 'slug': 'ftx', 'taxonomy': 'post_tag'}, {'name': 'Funding', 'slug': 'funding', 'taxonomy': 'post_tag'}, {'name': 'Gemini', 'slug': 'gemini', 'taxonomy': 'post_tag'}, {'name': 'Institutional', 'slug': 'institutional', 'taxonomy': 'post_tag'}]",False,False,False,False,,,"{'url': '', 'title': ''}",,,,False,,406,2 min read,"{'label': 'Exclusive', 'intro': '<h4>Quick Take</h4>\n<ul>\n<li>Capital is pouring into crypto companies, particularly exchanges, propelling them to unicorn status</li>\n<li>Two in-progress fundraises — Gemini and BinanceUS — speak to the state of interest in the market today</li>\n</ul>\n'}"
